,avg,std,max,min
0,1.046476019520285,0.09326252023782028,1.3018182656742667,0.8586653204535047
1,1.0254598151481364,0.07244614796144683,1.2569888881676567,0.8362657087080057
2,1.0097079899109052,0.04454198798472495,1.136788197961196,0.8795369778743369
3,1.001233049388067,0.03585550983442644,1.0704021859487771,0.8561675914430606
4,0.9948408053788323,0.03453296856542025,1.0620391073109514,0.8453446262917221
5,0.9861165276670691,0.0327140882759416,1.0583731272560404,0.8456566825160404
6,0.9782616554663995,0.03649364143226592,1.0501310871405811,0.8427030095643735
7,0.9757481560099774,0.04118279881011232,1.053047408340847,0.844659940173087
8,0.9776440345495623,0.041010359845814005,1.0769518869149233,0.84440996207045
9,0.977720970540194,0.039976507294685104,1.0897440554116482,0.8733062871981161
10,0.9741022866734769,0.04064602429590075,1.083116322830278,0.8877434450422145
11,0.9689489883638279,0.042753381670689296,1.062282593790024,0.8861742828296852
12,0.9630089622736131,0.044260315619672384,1.0403879153887066,0.8700750275982236
13,0.9615534373421688,0.04807566767138457,1.0628919370315328,0.8283478215779971
14,0.9714087992449931,0.052026360376308214,1.0807409762963773,0.8150951590788489
15,0.9902220854319703,0.05829831657408249,1.0979140005574188,0.8619685076242636
16,1.0117554290809077,0.07030091133415031,1.141799218694026,0.9038681718843791
17,1.036211810829467,0.08204065511526273,1.1894258882448545,0.8840001219653078
18,1.0661552766432234,0.09185529210974698,1.2505149244073588,0.8601661601461167
19,1.1009173322359305,0.09893735690550991,1.3215107089823286,0.8542498465010492
20,1.1430487697812677,0.10229960021697615,1.374016726398036,0.8689518807934966
21,1.1967804588087367,0.10433914244676579,1.384267118685713,0.9087546994355263
22,1.257086844945492,0.11051991238199585,1.4542525668393091,0.969378418275346
23,1.3197193922738792,0.11905475847856077,1.5278331027720145,1.0402809014353944
24,1.3946543966482372,0.12773440177133574,1.6308856995223793,1.1124085175277227
25,1.5010305956772325,0.14909029184510922,1.8181054852139402,1.162569808193106
26,1.6553636303681472,0.1844175438415826,2.078930800937385,1.2159249389489104
27,1.8506987986515775,0.2111604618696626,2.2532481350570435,1.2870413564856136
28,2.05486821978315,0.22843003493429426,2.4082584931411173,1.3786773651197775
29,2.2313355602078366,0.26779282074236005,2.6746237519349,1.4739306407181638
